Video ID,Title,Length,Published
niBGmJeKIOo,We Share One Limitless Being,28m 9s,2021-12-26T17:00:26Z
cIbrRhHgqqE,Is Science Headed Towards Non-Duality?,8m 17s,2021-12-24T17:00:34Z
GpBR8kWoHmg,Rupert reads from Being Myself Chapter 3,1m 55s,2021-12-22T10:00:16Z
xhofGhHXmPE,A Crack in Time,8m 29s,2021-12-19T17:00:28Z
9NXZ0lScIBs,It's Like Being in Love,6m 4s,2021-12-17T13:00:04Z
GtEseRLP-f8,Rupert's January 2022 In-Person UK Retreat,2m 18s,2021-12-16T14:30:02Z
PWM1EM12_-c,Rupert reads from Being Myself Chapter 2,1m 44s,2021-12-15T13:00:24Z
5XsveRokNp4,Podcast Episode 36: Actor Jamie Robson,1m 1s,2021-12-14T14:30:01Z
bw79V_rGWp8,Why Do Some Die Young?,13m 9s,2021-12-12T17:00:24Z
CMyeXBSUo4E,Beauty and the Dissolution of the Subject-Object Relationship,9m 12s,2021-12-10T17:00:10Z
lD1561f0vjw,Rupert reads from Being Myself Chapter 1,4m 32s,2021-12-07T17:00:36Z
SN2lR3QBrYI,Meditation: Being Is the Common Factor in Whatever Exists,20m 53s,2021-12-05T17:00:28Z
zHdqoXHd0QA,Chronological Time and the Separate Self,6m 41s,2021-12-03T17:06:21Z
N041aNs-T6w,Rupert reads passages from his new book Being Myself,30m 2s,2021-12-01T20:30:04Z
l-IdWawwprU,Is the World Ready for Non Duality?,11m 28s,2021-11-28T17:00:20Z
ueYajcTcsNo,Dealing with Difficult Sensations in the Body,12m 37s,2021-11-26T17:00:44Z
CQ0iA98OhFo,ML192 Iain McGilchrist on The Matter with Things Paths to Understanding & Answering Big Questions,1h 30m 30s,2021-11-25T17:31:10Z
gpFLt9v57cE,Podcast Episode 35: Connor Beaton,1m 1s,2021-11-23T15:16:15Z
7t959v6mBHw,The Innate Freedom of the Mind,4m 42s,2021-11-21T17:00:04Z
5DbV0h_xGnY,The Most Important Knowledge,6m 34s,2021-11-19T17:00:07Z
KeMwYSVOxbQ,Saying Yes to All Experience,12m 40s,2021-11-14T17:00:09Z
-e0y2m9_MSo,Why Do I Still Struggle with Negative Feelings?,7m 14s,2021-11-12T17:00:00Z
gGRMDPUTRHY,Rupert's December Retreat at Home on Sufism,1m 36s,2021-11-11T12:33:30Z
nxGbBii1E_A,Meditation: The Essence of Prayer and Meditation,53m 15s,2021-11-07T17:00:35Z
vqq6TSpauzo,Remaining as Awareness in the Presence of Thoughts,9m 6s,2021-11-05T17:00:28Z
ZPG4L-MvDFc,Meditation: The Throne of Awareness,1h 1m 48s,2021-10-31T17:00:31Z
0pUfbO9X1Oo,Fear Is Not Who You Essentially Are,6m 24s,2021-10-29T16:00:01Z
YKYKNGa2DnY,Podcast Episode 34: Mark Vernon,59s,2021-10-26T11:20:54Z
yt1a3byLd6Q,The Fear that Underlies All Fears,14m 6s,2021-10-24T16:00:24Z
tkmtYvs9Mrc,Does Awareness Need Human Beings to Know Itself?,7m 59s,2021-10-22T16:00:37Z
HwUICR0LN1M,Go Directly to Happiness,7m 26s,2021-10-17T16:00:08Z
cFlbq1QFlTQ,Personality is a Colouring of Being,8m 53s,2021-10-15T16:00:19Z
EA9QenxywgU,Exploring the Experience of Time,8m 17s,2021-10-10T16:00:06Z
S2Vsvi-rOPk,The Activity of Consciousness,6m 21s,2021-10-08T16:00:10Z
Iql6FDHH4ng,Podcast Episode 33: Hsin Hsin Ming,58s,2021-10-06T08:15:09Z
-IfdvuVwdxg,Longing for Home,7m 20s,2021-10-03T16:00:00Z
RKhqDSifKPE,Is There a Place for the Study of Astrology in Non-Duality?,8m 54s,2021-10-01T16:00:32Z
V29-dWzfTh0,Rupert's October Retreats in the US,1m 42s,2021-09-28T11:22:06Z
x63KDsRoZcE,Meditation: Nothing Exists Apart from God,46m 13s,2021-09-26T16:00:22Z
-F58d8-dh8o,The Desire to Escape Chronic Pain,8m 52s,2021-09-24T16:00:01Z
us86Mk6g5F8,Overcoming the Pull of the Ego,9m 25s,2021-09-19T16:00:34Z
1P4z87He0mw,Is There a Purpose for Creation?,8m 14s,2021-09-17T16:00:01Z
9ufRQ2SRVUU,Podcast Episode 32: Piers Thurston,1m,2021-09-14T10:02:17Z
XPTIk22LSOg,Does Consciousness Evolve?,7m 48s,2021-09-12T16:00:30Z
rkV0lUQ-3Og,Meditation: Loving Everyone Equally,17m,2021-09-10T16:00:23Z
XSNZfqPw4xc,The Impulse for Creativity,7m 49s,2021-09-05T16:00:12Z
PIIhgORcE4c,Where Do Loved Ones Go When They Die?,6m 40s,2021-09-03T16:00:12Z
dxkdsXasr_A,Meditation: Experiencing the Body As Luminous Consciousness,50m 56s,2021-08-29T16:00:15Z
NCn1Vg3W-Vk,Heart-Centred Self-Enquiry,9m 18s,2021-08-27T16:00:12Z
Q1HI_0u3vRQ,Podcast Episode 31: Dr. Kevin W. Reese,1m 1s,2021-08-24T11:09:31Z
DHcu_vsRH3U,Excerpt from Podcast Episode 30: Tom Campbell,28m 30s,2021-08-23T14:57:02Z
ujrUM90sJyE,Why Is the Body the Perceived and Not the Perceiver?,9m 17s,2021-08-22T16:00:14Z
RvHkjbAZSc8,After Decades of Seeking What Am I Missing?,20m 33s,2021-08-20T16:00:27Z
KQiVwTStfPI,When the Teaching Becomes a Distraction,11m 37s,2021-08-15T16:00:10Z
QXt4l2yGmO4,Love is the Evidence that Consciousness is One,16m 1s,2021-08-13T16:00:11Z
xyDv8UXMZoY,Being Myself Book Trailer,1m 16s,2021-08-13T11:00:23Z
WknNKCR6Pss,Meditation: God's Being: A Movement and a Rest,28m 43s,2021-08-08T16:00:27Z
FbShRKfoUp0,Deepening Our Understanding,4m 14s,2021-08-06T16:00:09Z
hbkyEMDSplQ,Podcast Episode 30: Tom Campbell,1m 1s,2021-08-06T13:51:53Z
hh3hsw07JKQ,Actions That Arise from Understanding,5m 47s,2021-08-01T16:00:31Z
0FWmVyKcT4o,Meditation: Recognising Our Inherently Fulfilled Being,38m 47s,2021-07-30T16:00:00Z
l4th2CQdx1Y,Rupert Spira - Enlightenment Happiness & Non-Duality | Modern Wisdom Podcast 349,59m 11s,2021-07-24T15:00:21Z
VEKxkBfjwME,Resting in the Self,15m 1s,2021-07-23T15:00:27Z
YbzOlnZKVdk,The Ego and Tantric Expressions of Anger,11m 30s,2021-07-18T16:00:17Z
9fdOY98ahxg,Distinguishing Between Desires That Come from Love and Those That Come from the Separate Self,7m 48s,2021-07-16T16:00:06Z
H0pIjsV87YU,Podcast Episode 29: Deepak Chopra,1m 1s,2021-07-13T10:03:28Z
jvLdx2p12Dc,Dealing with the Fear of the Self Breaking Down,9m 3s,2021-07-11T16:00:30Z
2_Xsw8IRFcw,A Non-Dual Approach to Shadow Work,11m 35s,2021-07-09T16:00:03Z
mSGdokO8T0I,An Elaboration on the Idea of God,12m 35s,2021-07-04T16:00:18Z
IUxQk-B1uYY,The Purpose of Non-Dual Yoga Meditations,11m 42s,2021-07-02T16:00:09Z
IuMrggSGWjU,Rupert Spira | Part 2 | The Immeasurable Podcast,58m 30s,2021-07-01T19:00:11Z
